6585,10
6595,16
6605,15
6615,11
6625,6
6635,11
6645,13
6655,17
6665,11
6675,13
6685,13
6695,5
6705,9
6715,7
6725,12
6735,15
6745,10
6755,13
6765,14
6775,8
6785,3
6795,9
6805,9
6815,11
6825,11
6835,21
6845,12
6855,10
6865,2
6875,15
6885,10
6895,13
6905,11
6915,4
6925,10
6935,6
6945,12
6955,8
6965,15
6975,9
6985,10
6995,15
7005,5
7015,10
7025,7
7035,11
7045,17
7055,7
7065,8
7075,15
7085,14
7095,13
7105,10
7115,10
7125,8
7135,9
7145,9
7155,9
7165,14
7175,10
7185,12
7195,9
7205,11
7215,8
7225,11
7235,7
7245,8
7255,11
7265,5
7275,7
7285,6
7295,7
7305,9
7315,8
7325,14
7335,12
7345,12
7355,8
7365,11
7375,9
7385,10
7395,7
7405,8
7415,11
7425,14
7435,11
7445,14
7455,11
7465,9
7475,13
7485,10
7495,7
7505,11
7515,16
7525,10
7535,10
7545,5
7555,6
7565,10
7575,5
7585,11
7595,7
7605,10
7615,12
7625,7
7635,3
7645,8
7655,9
7665,7
7675,10
7685,10
7695,11
7705,8
7715,10
7725,11
7735,9
7745,14
7755,18
7765,10
7775,16
7785,10
7795,13
7805,10
7815,7
7825,5
7835,12
7845,13
7855,11
7865,11
7875,11
7885,14
7895,8
7905,12
7915,9
7925,10
7935,11
7945,10
7955,5
7965,9
7975,8
7985,10
7995,12
8005,10
8015,10
8025,12
8035,5
8045,12
8055,4
8065,9
8075,9
8085,8
8095,5
8105,6
8115,9
8125,13
8135,16
8145,10
8155,7
8165,10
8175,6
8185,5
8195,9
8205,10
8215,9
8225,12
8235,11
8245,6
8255,8
8265,13
8275,3
8285,11
8295,9
8305,9
8315,13
8325,10
8335,7
8345,6
8355,6
8365,7
8375,8
8385,6
8395,7
8405,5
8415,10
8425,9
8435,11
8445,7
8455,12
8465,9
8475,9
8485,13
8495,5
8505,7
8515,6
8525,4
8535,6
8545,13
8555,7
8565,8
8575,9
8585,7
8595,7
8605,9
8615,8
8625,3
8635,6
8645,8
8655,9
8665,12
8675,6
8685,9
8695,10
8705,9
8715,11
8725,4
8735,13
8745,9
8755,9
8765,6
8775,9
8785,6
8795,5
8805,8
8815,6
8825,7
8835,6
8845,7
8855,12
8865,6
8875,4
8885,10
8895,6
8905,10
8915,9
8925,7
8935,9
8945,5
8955,7
8965,6
8975,6
8985,9
8995,5
9005,8
9015,3
9025,11
9035,10
9045,5
9055,5
9065,8
9075,6
9085,5
9095,8
9105,8
9115,13
9125,6
9135,6
9145,6
9155,3
9165,5
9175,8
9185,10
9195,5
9205,11
9215,8
9225,4
9235,3
9245,8
9255,6
9265,3
9275,10
9285,7
9295,7
9305,6
9315,5
9325,7
9335,2
9345,3
9355,6
9365,2
9375,5
9385,6
9395,8
9405,2
9415,3
9425,5
9435,6
9445,5
9455,5
9465,1
9475,5
9485,3
9495,5
9505,4
9515,5
9525,3
9535,5
9545,9
9555,5
9565,2
9575,5
9585,5
9595,3
9605,2
9615,6
9625,10
9635,5
9645,2
9655,9
9665,8
9675,6
9685,4
9695,2
9705,6
9715,1
9725,3
9735,4
9745,3
9755,4
9765,1
9775,7
9785,8
9795,3
9805,3
9815,3
9825,5
9835,6
9845,2
9855,9
9865,4
9875,4
9885,4
9895,1
9905,4
9915,4
9925,1
9935,5
9945,1
9955,3
9965,1
9975,5
9985,1
9995,3
10005,3
10015,4
10025,4
10035,4
10045,4
10055,4
10065,7
10075,5
10085,2
10095,0
10105,1
10115,3
10125,4
10135,4
10145,4
10155,6
10165,6
10175,0
10185,3
10195,1
10205,5
10215,4
10225,1
10235,3
10245,3
10255,6
10265,7
10275,3
10285,1
10295,3
10305,5
10315,4
10325,5
10335,6
10345,2
10355,2
10365,7
10375,3
10385,1
10395,5
10405,4
10415,5
10425,1
10435,4
10445,5
10455,1
10465,4
10475,4
10485,3
10495,3
10505,2
10515,4
10525,3
10535,2
10545,3
10555,2
10565,2
10575,3
10585,4
10595,3
10605,3
10615,1
10625,3
10635,1
10645,2
10655,2
10665,2
10675,2
10685,6
10695,2
10705,1
10715,0
10725,4
10735,4
10745,1
10755,4
10765,4
10775,1
10785,4
10795,3
10805,1
10815,2
10825,4
10835,0
10845,1
10855,3
10865,0
10875,3
10885,1
10895,3
10905,3
10915,4
10925,5
10935,3
10945,0
10955,2
10965,0
10975,4
10985,4
10995,1
11005,4
11015,0
11025,2
11035,3
11045,1
11055,3
11065,1
11075,1
11085,1
11095,0
11105,3
11115,2
11125,5
11135,4
11145,4
11155,1
11165,1
11175,1
11185,1
11195,4
11205,2
11215,1
11225,2
11235,1
11245,1
11255,4
11265,0
11275,1
11285,1
11295,0
11305,1
11315,4
11325,2
11335,1
11345,0
11355,3
11365,3
11375,1
11385,1
11395,2
11405,5
11415,2
11425,2
11435,1
11445,1
11455,1
11465,3
11475,0
11485,4
11495,3
11505,3
11515,0
11525,0
11535,2
11545,2
11555,0
11565,0
11575,5
11585,5
11595,3
11605,3
11615,1
11625,1
11635,1
11645,0
11655,0
11665,1
11675,2
11685,3
11695,2
11705,3
11715,0
11725,0
11735,3
11745,1
11755,1
11765,2
11775,1
11785,4
11795,2
11805,1
11815,2
11825,0
11835,0
11845,0
11855,2
11865,0
11875,2
11885,0
11895,0
11905,3
11915,0
11925,2
11935,2
11945,2
11955,1
11965,1
11975,5
11985,0
11995,0
12005,2
12015,1
12025,3
12035,0
12045,0
12055,1
12065,2
12075,0
12085,1
12095,2
12105,2
12115,0
12125,1
12135,0
12145,0
12155,2
12165,2
12175,0
12185,1
12195,0
12205,2
12215,0
12225,1
12235,1
12245,1
12255,1
12265,0
12275,1
12285,1
12295,0
12305,0
12315,1
12325,0
12335,0
12345,1
12355,0
12365,1
12375,0
12385,0
12395,0
12405,0
12415,0
12425,0
12435,2
12445,1
12455,1
12465,1
12475,0
12485,0
12495,1
12505,0
12515,2
12525,2
12535,0
12545,1
12555,1
12565,0
12575,0
12585,1
12595,0
12605,0
12615,0
12625,2
12635,1
12645,0
12655,1
12665,1
12675,0
12685,0
12695,1
12705,0
12715,1
12725,0
12735,0
12745,0
12755,0
12765,0
12775,0
12785,0
12795,2
12805,1
12815,0
12825,2
12835,0
12845,0
12855,1
12865,0
12875,0
12885,1
12895,0
12905,0
12915,0
12925,0
12935,0
12945,0
12955,0
12965,0
12975,0
12985,0
12995,0
13005,0
13015,1
13025,0
13035,1
13045,0
13055,1
13065,2
13075,0
13085,0
13095,0
13105,1
13115,0
13125,1
13135,0
13145,1
13155,0
13165,0
13175,0
13185,0
13195,0
13205,0
13215,0
13225,0
13235,0
13245,1
13255,0
13265,0
13275,0
13285,0
13295,0
13305,1
13315,0
13325,0
13335,0
13345,2
13355,0
13365,0
13375,0
13385,2
13395,0
13405,0
13415,0
13425,1
13435,0
13445,0
13455,0
13465,0
13475,1
13485,0
13495,0
13505,0
13515,0
13525,0
13535,0
13545,0
13555,0
13565,0
13575,1
13585,0
13595,0
13605,0
13615,0
13625,0
13635,1
13645,0
13655,0
13665,0
13675,0
13685,0
13695,0
13705,0
13715,0
13725,0
13735,0
13745,0
13755,0
13765,0
13775,0
13785,0
13795,0
13805,0
13815,0
13825,0
13835,0
13845,0
13855,0
13865,0
13875,0
13885,0
13895,1
13905,0
13915,0
13925,0
13935,0
13945,0
13955,0
13965,0
13975,0
13985,0
13995,0
14005,0
14015,0
14025,1
14035,1
14045,0
14055,0
14065,0
14075,0
14085,0
14095,0
14105,0
14115,0
14125,0
14135,0
14145,0
14155,0
14165,0
14175,0
14185,0
14195,0
14205,0
14215,0
14225,0
14235,0
14245,0
14255,0
14265,0
14275,0
14285,0
14295,0
14305,0
14315,0
14325,0
14335,0
14345,0
14355,0
14365,0
14375,0
14385,0
14395,0
14405,0
14415,0
14425,0
14435,0
14445,0
14455,0
14465,0
14475,1
14485,0
14495,0
14505,0
14515,0
14525,0
14535,0
14545,0
14555,0
14565,0
14575,0
14585,0
14595,0
14605,0
14615,0
14625,0
14635,0
14645,0
14655,0
14665,0
14675,0
14685,0
14695,0
14705,0
14715,0
14725,0
14735,0
14745,0
14755,0
14765,0
14775,0
14785,0
14795,0
14805,0
14815,0
14825,0
14835,0
14845,0
14855,0
14865,0
14875,0
14885,0
14895,0
14905,0
14915,0
14925,0
14935,0
14945,0
14955,0
14965,0
14975,0
14985,0
14995,0
15005,0
15015,0
15025,0
15035,0
15045,0
15055,0
15065,0
15075,0
15085,0
15095,0
15105,0
15115,0
15125,0
15135,0
15145,0
15155,0
15165,0
15175,0
15185,0
15195,0
15205,0
15215,0
15225,0
15235,0
15245,0
15255,0
15265,0
15275,0
15285,0
15295,0
15305,0
15315,0
15325,0
15335,0
15345,0
15355,0
15365,0
15375,0
15385,0
15395,0
15405,0
15415,0
15425,0
15435,0
15445,0
15455,0
15465,0
15475,0
15485,0
15495,0
15505,0
15515,0
15525,0
15535,0
15545,0
15555,0
15565,0
15575,0
15585,0
15595,0
15605,0
15615,0
15625,0
15635,0
15645,0
15655,0
15665,0
15675,0
15685,0
15695,0
15705,0
15715,0
15725,0
15735,0
15745,0
15755,0
15765,0
15775,0
15785,0
15795,0
15805,0
15815,0
15825,0
15835,0
15845,0
15855,0
15865,0
15875,0
15885,0
15895,0
15905,0
15915,0
15925,0
15935,0
15945,0
15955,0
15965,0
15975,0
15985,0
15995,0
16005,0
16015,0
16025,0
16035,0
16045,0
16055,0
16065,0
16075,0
16085,0
16095,0
16105,0
16115,0
16125,0
16135,0
16145,0
16155,0
16165,0
16175,0
16185,0
16195,0
16205,0
16215,0
16225,0
16235,0
16245,0
16255,0
16265,0
16275,0
16285,0
16295,0
16305,0
16315,0
16325,0
16335,0
16345,0
16355,0
16365,0
16375,0
16385,0
16395,0
16405,0
16415,0
16425,0
16435,0
16445,0
16455,0
16465,0
16475,0
16485,0
16495,0
16505,0
16515,0
16525,0
16535,0
16545,0
16555,0
16565,0
16575,0
16585,0
16595,0
16605,0
16615,0
16625,0
16635,0
16645,0
16655,0
16665,0
16675,0
16685,0
16695,0
16705,0
16715,0
16725,0
16735,0
16745,0
16755,0
16765,0
16775,0
16785,0
16795,0
16805,0
16815,0
16825,0
16835,0
16845,0
16855,0
16865,0
16875,0
16885,0
16895,0
16905,0
16915,0
16925,0
16935,0
16945,0
16955,0
16965,0
16975,0
16985,0
16995,0
17005,0
17015,0
17025,0
17035,0
17045,0
17055,0
17065,0
17075,0
17085,0
17095,0
17105,0
17115,0
17125,0
17135,0
17145,0
17155,0
17165,0
17175,0
17185,0
17195,0
17205,0
17215,0
17225,0
17235,0
17245,0
17255,0
17265,0
17275,0
17285,0
17295,0
17305,0
17315,0
17325,0
17335,0
17345,0
17355,0
17365,0
17375,0
17385,0
17395,0
17405,0
17415,0
17425,0
17435,0
17445,0
17455,0
17465,0
17475,0
17485,0
17495,0
17505,0
17515,0
17525,0
17535,0
17545,0
17555,0
17565,0
17575,0
17585,0
17595,0
17605,0
17615,0
17625,0
17635,0
17645,0
17655,0
17665,0
17675,0
17685,0
17695,0
17705,0
17715,0
17725,0
17735,0
17745,0
17755,0
17765,0
17775,0
17785,0
17795,0
17805,0
17815,0
17825,0
17835,0
17845,0
17855,0
17865,0
17875,0
17885,0
17895,0
17905,0
17915,0
17925,0
17935,0
17945,0
17955,0
17965,1
17975,0
17985,0
17995,0
18005,0
18015,0
18025,0
18035,0
18045,0
18055,0
18065,0
18075,0
18085,0
18095,0
18105,0
18115,0
18125,0
18135,0
18145,0
18155,0
18165,0
18175,0
18185,0
18195,0
18205,0
18215,0
18225,0
18235,0
18245,0
18255,0
18265,0
18275,0
18285,0
18295,0
18305,0
18315,0
18325,0
18335,0
18345,0
18355,0
18365,0
18375,0
18385,0
18395,0
18405,0
18415,0
18425,0
18435,0
18445,0
18455,0
18465,0
18475,0
18485,0
18495,0
18505,0
18515,0
18525,0
18535,0
18545,0
18555,0
18565,0
18575,0
18585,0
18595,0
18605,0
18615,0
18625,0
18635,0
18645,0
18655,0
18665,0
18675,0
18685,0
18695,0
18705,0
18715,0
18725,0
18735,0
18745,0
18755,0
18765,0
18775,0
18785,0
18795,0
18805,0
18815,0
18825,0
18835,0
18845,0
18855,0
18865,0
18875,0
18885,0
18895,0
18905,0
18915,0
18925,0
18935,0
18945,0
18955,0
18965,0
18975,0
18985,0
18995,0
19005,0
19015,0
19025,0
19035,0
19045,0
19055,0
19065,0
19075,0
19085,0
19095,0
19105,0
19115,0
19125,0
19135,0
19145,0
19155,0
19165,0
19175,0
19185,0
19195,0
19205,0
19215,0
19225,0
19235,0
19245,0
19255,0
19265,0
19275,0
19285,0
19295,0
19305,0
19315,0
19325,0
19335,0
19345,0
19355,0
19365,0
19375,0
19385,0
19395,0
19405,0
19415,0
19425,0
19435,0
19445,0
19455,0
19465,0
19475,0
19485,0
19495,0
19505,0
19515,0
19525,0
19535,0
19545,0
19555,0
19565,0
19575,0
19585,0
19595,0
19605,0
19615,0
19625,0
19635,0
19645,0
19655,0
19665,0
19675,0
19685,0
19695,0
19705,0
19715,0
19725,0
19735,0
19745,0
19755,0
19765,0
19775,0
19785,0
19795,0
19805,0
19815,0
19825,0
19835,0
19845,0
19855,0
19865,0
19875,0
19885,0
19895,0
19905,0
19915,0
19925,0
19935,0
19945,0
19955,0
19965,0
19975,0
19985,0
19995,0
20005,0
20015,0
20025,0
20035,0
20045,0
20055,0
20065,0
20075,0
20085,0
20095,0
20105,0
20115,0
20125,0
20135,0
20145,0
20155,0
20165,0
20175,0
20185,0
20195,0
20205,0
20215,0
20225,0
20235,0
20245,0
20255,0
20265,0
20275,0
20285,0
20295,0
20305,0
20315,0
20325,0
20335,0
20345,0
20355,0
20365,0
20375,0
20385,0
20395,0
20405,0
20415,0
20425,0
20435,0
20445,0
20455,0
20465,0
20475,0
20485,0
20495,0
20505,0
20515,0
20525,0
20535,0
20545,0
20555,0
20565,0
20575,0
20585,0
20595,0
20605,0
20615,0
20625,0
20635,0
20645,0
20655,0
20665,0
20675,0
20685,0
20695,0
20705,0
20715,0
20725,0
20735,0
20745,0
20755,0
20765,0
20775,0
20785,0
20795,0
20805,0
20815,0
20825,0
20835,0
20845,0
20855,0
20865,0
20875,0
20885,0
20895,0
20905,0
20915,0
20925,0
20935,0
20945,0
20955,0
20965,0
20975,0
20985,0
20995,0
21005,0
21015,0
21025,0
21035,0
21045,0
21055,0
21065,0
21075,0
21085,0
21095,0
21105,0
21115,0
21125,0
21135,0
21145,0
21155,0
21165,0
21175,0
21185,0
21195,0
21205,0
21215,0
21225,0
21235,0
21245,0
21255,0
21265,0
21275,0
21285,0
21295,0
21305,0
21315,0
21325,0
21335,0
21345,0
21355,0
21365,0
21375,0
21385,0
21395,0
21405,0
21415,0
21425,0
21435,0
21445,0
21455,0
21465,0
21475,0
21485,0
21495,0
21505,0
21515,0
21525,0
21535,0
21545,0
21555,0
21565,0
21575,0
21585,0
21595,0
21605,0
21615,0
21625,0
21635,0
21645,0
21655,0
21665,0
21675,0
21685,0
21695,0
21705,0
21715,0
21725,0
21735,0
21745,0
21755,0
21765,0
21775,0
21785,0
21795,0
21805,0
21815,0
21825,0
21835,0
21845,0
21855,0
21865,0
21875,0
21885,0
21895,0
21905,0
21915,0
21925,0
21935,0
21945,0
21955,0
21965,0
21975,0
21985,0
21995,0
22005,0
22015,0
22025,0
22035,0
22045,0
22055,0
22065,0
22075,0
22085,0
22095,0
22105,0
22115,0
22125,0
22135,0
22145,0
22155,0
22165,0
22175,0
22185,0
22195,0
22205,0
22215,0
22225,0
22235,0
22245,0
22255,0
22265,0
22275,0
22285,0
22295,0
22305,0
22315,0
22325,0
22335,0
22345,0
22355,0
22365,0
22375,0
22385,0
22395,0
22405,0
22415,0
22425,0
22435,0
22445,0
22455,0
22465,0
22475,0
22485,0
22495,0
22505,0
22515,0
22525,0
22535,0
22545,0
22555,0
22565,0
22575,0
22585,0
22595,0
22605,0
22615,0
22625,0
22635,0
22645,0
22655,0
22665,0
22675,0
22685,0
22695,0
22705,0
22715,0
22725,0
22735,0
22745,0
22755,0
22765,0
22775,0
22785,0
22795,0
22805,0
22815,0
22825,0
22835,0
22845,0
22855,0
22865,0
22875,0
22885,0
22895,0
22905,0
22915,0
22925,0
22935,0
22945,1
22955,0
22965,0
22975,0
22985,0
22995,0
23005,0
23015,0
23025,0
23035,0
23045,0
23055,0
23065,0
23075,0
23085,0
23095,0
23105,0
23115,0
23125,0
23135,0
23145,0
23155,0
23165,0
23175,0
23185,0
23195,0
23205,0
23215,0
23225,0
23235,0
23245,0
23255,0
23265,0
23275,0
23285,0
23295,0
23305,0
23315,0
23325,0
23335,0
23345,0
23355,0
23365,0
23375,0
23385,0
23395,0
23405,0
23415,0
23425,0
23435,0
23445,0
23455,0
23465,0
23475,0
23485,0
23495,0
23505,0
23515,0
23525,0
23535,0
23545,0
23555,0
23565,0
23575,0
23585,0
23595,0
23605,0
23615,0
23625,0
23635,0
23645,0
23655,0
23665,0
23675,0
23685,0
23695,0
23705,0
23715,0
23725,0
23735,0
23745,0
23755,0
23765,0
23775,0
23785,0
23795,0
23805,0
23815,0
23825,0
23835,0
23845,0
23855,0
23865,0
23875,0
23885,0
23895,0
23905,0
23915,0
23925,0
23935,0
23945,0
23955,0
23965,0
23975,0
23985,0
23995,0
24005,0
24015,0
24025,0
24035,0
24045,0
24055,0
24065,0
24075,0
24085,0
24095,0
24105,0
24115,0
24125,0
24135,0
24145,0
24155,0
24165,0
24175,0
24185,0
24195,0
24205,0
24215,0
24225,0
24235,0
24245,0
24255,0
24265,0
24275,0
24285,0
24295,0
24305,0
24315,0
24325,0
24335,0
24345,0
24355,0
24365,0
24375,0
24385,0
24395,0
24405,0
24415,0
24425,0
24435,0
24445,0
24455,0
24465,0
24475,0
24485,0
24495,0
24505,0
24515,0
24525,0
24535,0
24545,0
24555,0
24565,0
24575,0
24585,0
24595,0
24605,0
24615,0
24625,0
24635,0
24645,0
24655,0
24665,0
24675,0
24685,0
24695,0
24705,0
24715,0
24725,0
24735,0
24745,0
24755,0
24765,0
24775,0
24785,0
24795,0
24805,0
24815,0
24825,0
24835,0
24845,0
24855,0
24865,0
24875,0
24885,0
24895,0
24905,0
24915,0
24925,0
24935,0
24945,0
24955,0
24965,0
24975,0
24985,0
24995,0
25005,0
25015,0
25025,0
25035,0
25045,0
25055,0
25065,0
25075,0
25085,0
25095,0
25105,0
25115,0
25125,0
25135,0
25145,0
25155,0
25165,0
25175,0
25185,0
25195,0
25205,0
25215,0
25225,0
25235,0
25245,0
25255,0
25265,0
25275,0
25285,0
25295,0
25305,0
25315,0
25325,0
25335,0
25345,0
25355,0
25365,0
25375,0
25385,0
25395,0
25405,0
25415,0
25425,0
25435,0
25445,0
25455,0
25465,0
25475,0
25485,0
25495,0
25505,0
25515,0
25525,0
25535,0
25545,0
25555,0
25565,0
25575,0
25585,0
25595,0
25605,0
25615,0
25625,0
25635,0
25645,0
25655,0
25665,0
25675,0
25685,0
25695,0
25705,0
25715,0
25725,0
25735,0
25745,0
25755,0
25765,0
25775,0
25785,0
25795,0
25805,0
25815,0
25825,0
25835,0
25845,0
25855,0
25865,0
25875,0
25885,0
25895,0
25905,0
25915,0
25925,0
25935,0
25945,0
25955,0
25965,0
25975,0
25985,0
25995,0
26005,0
26015,0
26025,0
26035,0
26045,0
26055,0
26065,0
26075,0
26085,0
26095,0
26105,0
26115,0
26125,0
26135,0
26145,0
26155,0
26165,0
26175,0
26185,0
26195,0
26205,0
26215,0
26225,0
26235,0
26245,0
26255,0
26265,0
26275,0
26285,0
26295,0
26305,0
26315,0
26325,0
26335,0
26345,0
26355,0
26365,0
26375,0
26385,0
26395,0
26405,0
26415,0
26425,0
26435,0
26445,0
26455,0
26465,0
26475,0
26485,0
26495,0
26505,0
26515,0
26525,0
26535,0
26545,0
26555,0
26565,0
26575,0
26585,0
26595,0
26605,0
26615,0
26625,0
26635,0
26645,0
26655,0
26665,0
26675,0
26685,0
26695,0
26705,0
26715,0
26725,0
26735,0
26745,0
26755,0
26765,0
26775,0
26785,0
26795,0
26805,0
26815,0
26825,0
26835,0
26845,0
26855,0
26865,0
26875,0
26885,0
26895,0
26905,0
26915,0
26925,0
26935,0
26945,0
26955,0
26965,0
26975,0
26985,0
26995,0
27005,0
27015,0
27025,0
27035,0
27045,0
27055,0
27065,0
27075,0
27085,0
27095,0
27105,0
27115,0
27125,0
27135,0
27145,0
27155,0
27165,0
27175,0
27185,0
27195,0
27205,0
27215,0
27225,0
27235,0
27245,0
27255,0
27265,0
27275,0
27285,0
27295,0
27305,0
27315,0
27325,0
27335,0
27345,0
27355,0
27365,0
27375,0
27385,0
27395,0
27405,0
27415,0
27425,0
27435,0
27445,0
27455,0
